"gbifID";"identifier";"license";"Species";"BasisOfRecord";"Preparation";"rightHolder"
1920810104;"https://static.inaturalist.org/photos/26200494/original.jpeg?1538884781";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1920810069;"https://static.inaturalist.org/photos/26200511/original.jpeg?1538884799";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1920810069;"https://static.inaturalist.org/photos/26200514/original.jpeg?1538884806";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1920809984;"https://static.inaturalist.org/photos/26200513/original.jpeg?1538884803";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1920809984;"https://static.inaturalist.org/photos/26200516/original.jpeg?1538884806";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1920809495;"https://static.inaturalist.org/photos/26191820/original.jpeg?1538874632";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_bicinctus";"HumanObservation";"";"vmoser"
1920808370;"https://static.inaturalist.org/photos/26191533/original.jpeg?1538874283";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_bicinctus";"HumanObservation";"";"vmoser"
1920802616;"https://static.inaturalist.org/photos/26142607/original.jpg?1538814132";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"David Renoult"
1920799270;"https://static.inaturalist.org/photos/26118161/original.jpeg?1538771285";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"David Renoult"
1914367506;"https://static.inaturalist.org/photos/2385620/original.jpg?1442281133";"http://creativecommons.org/licenses/by-nc-sa/4.0/";"Amphiprion_polymnus";"HumanObservation";"";"Mark Rosenstein"
1914334452;"https://static.inaturalist.org/photos/25811604/original.jpg?1538301808";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_sandaracinos";"HumanObservation";"";"Adelma Hills"
1914330921;"https://static.inaturalist.org/photos/25784265/original.jpeg?1538259096";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_allardi";"HumanObservation";"";"J.D. Willson"
1914326420;"https://static.inaturalist.org/photos/25741532/original.jpeg?1538201217";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1914326353;"https://static.inaturalist.org/photos/25741869/original.jpeg?1538202321";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"eli168"
1914326351;"https://static.inaturalist.org/photos/25741927/original.jpeg?1538202495";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1914321203;"https://static.inaturalist.org/photos/25684329/original.jpeg?1538110686";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"djparisi"
1914309644;"https://static.inaturalist.org/photos/20663911/original.jpeg?1530525978";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"Tony Strazzari"
1914248868;"https://static.inaturalist.org/photos/25687750/original.jpeg?1538121364";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"jennahm"
1914242203;"https://static.inaturalist.org/photos/25619670/original.jpeg?1538007930";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1914237554;"https://static.inaturalist.org/photos/25577649/original.jpeg?1537951681";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1914231642;"https://static.inaturalist.org/photos/25529056/original.jpeg?1537874571";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"eli168"
1914224213;"https://static.inaturalist.org/photos/25468909/original.jpeg?1537774793";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"Isabella Fenstermaker"
1914224213;"https://static.inaturalist.org/photos/25468913/original.jpeg?1537774802";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"Isabella Fenstermaker"
1914215863;"https://static.inaturalist.org/photos/25399526/original.jpg?1537677015";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"pangolinzen"
1914197151;"https://static.inaturalist.org/photos/24154638/original.jpeg?1535853386";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1914197151;"https://static.inaturalist.org/photos/24154639/original.jpeg?1535853389";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1913703986;"https://static.inaturalist.org/photos/25168457/original.jpeg?1537368628";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tsu Soo Tan"
1913703932;"https://static.inaturalist.org/photos/25167968/original.jpeg?1537367952";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"Tsu Soo Tan"
1913703851;"https://static.inaturalist.org/photos/25167197/original.jpeg?1537366989";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_polymnus";"HumanObservation";"";"Tsu Soo Tan"
1913690577;"https://static.inaturalist.org/photos/25057387/original.png?1537190975";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_mccullochi";"HumanObservation";"";"smilelynaomi"
1913690577;"https://static.inaturalist.org/photos/25057398/original.png?1537190990";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_mccullochi";"HumanObservation";"";"smilelynaomi"
1913690159;"https://static.inaturalist.org/photos/25052456/original.jpeg?1537181749";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"eli168"
1913689941;"https://static.inaturalist.org/photos/25051269/original.jpeg?1537177788";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689941;"https://static.inaturalist.org/photos/25051271/original.jpeg?1537177791";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689941;"https://static.inaturalist.org/photos/25051274/original.jpeg?1537177809";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689895;"https://static.inaturalist.org/photos/25051278/original.jpeg?1537177823";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"Tony Strazzari"
1913689895;"https://static.inaturalist.org/photos/25051283/original.jpeg?1537177853";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"Tony Strazzari"
1913689884;"https://static.inaturalist.org/photos/25051261/original.jpeg?1537177775";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689884;"https://static.inaturalist.org/photos/25051263/original.jpeg?1537177779";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689884;"https://static.inaturalist.org/photos/25051265/original.jpeg?1537177781";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1913689489;"https://static.inaturalist.org/photos/25047500/original.jpeg?1537164129";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1913681458;"https://static.inaturalist.org/photos/24975911/original.jpg?1537082871";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_chrysopterus";"HumanObservation";"";"Robin Laws-Wall"
1913672521;"https://static.inaturalist.org/photos/24911728/original.png?1536991875";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_mccullochi";"HumanObservation";"";"smilelynaomi"
1913672521;"https://static.inaturalist.org/photos/24911736/original.png?1536991887";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_mccullochi";"HumanObservation";"";"smilelynaomi"
1913671059;"https://static.inaturalist.org/photos/24900943/original.jpeg?1536972365";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_akallopisos";"HumanObservation";"";"Terry Morgan"
1913190948;"https://static.inaturalist.org/photos/24749515/original.jpeg?1536744710";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"David Renoult"
1913159910;"https://static.inaturalist.org/photos/24497076/original.jpeg?1536375784";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"eli168"
1901067972;"https://static.inaturalist.org/photos/24294282/original.png?1536037551";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901067972;"https://static.inaturalist.org/photos/24294298/original.png?1536037580";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901067972;"https://static.inaturalist.org/photos/24294311/original.png?1536037596";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901067879;"https://static.inaturalist.org/photos/24294507/original.png?1536038061";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901059738;"https://static.inaturalist.org/photos/24226894/original.jpeg?1535951839";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1901059647;"https://static.inaturalist.org/photos/24226904/original.jpeg?1535951848";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1901051817;"https://static.inaturalist.org/photos/24168064/original.jpeg?1535881734";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_akindynos";"HumanObservation";"";"Peter"
1901051817;"https://static.inaturalist.org/photos/24168074/original.jpeg?1535881754";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_akindynos";"HumanObservation";"";"Peter"
1901051817;"https://static.inaturalist.org/photos/24168079/original.jpeg?1535881773";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_akindynos";"HumanObservation";"";"Peter"
1901051761;"https://static.inaturalist.org/photos/24167900/original.jpeg?1535881180";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Peter"
1901051761;"https://static.inaturalist.org/photos/24167915/original.jpeg?1535881205";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Peter"
1901051761;"https://static.inaturalist.org/photos/24167916/original.jpeg?1535881219";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Peter"
1901051761;"https://static.inaturalist.org/photos/24167928/original.jpeg?1535881259";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Peter"
1901049900;"https://static.inaturalist.org/photos/24154558/original.jpeg?1535853315";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"Tony Strazzari"
1901049881;"https://static.inaturalist.org/photos/24154610/original.jpeg?1535853351";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1901047434;"https://static.inaturalist.org/photos/24136970/original.png?1535833995";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901047434;"https://static.inaturalist.org/photos/24136975/original.png?1535833998";"http://creativecommons.org/licenses/by/4.0/";"Amphiprion_allardi";"HumanObservation";"";"Leonel Roget"
1901041074;"https://static.inaturalist.org/photos/24090641/original.jpg?1535759927";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_latezonatus";"HumanObservation";"";"rayvran"
1901041074;"https://static.inaturalist.org/photos/24090684/original.jpg?1535760008";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_latezonatus";"HumanObservation";"";"rayvran"
1901041043;"https://static.inaturalist.org/photos/24090221/original.jpg?1535759329";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"Adelma Hills"
1901041043;"https://static.inaturalist.org/photos/24090509/original.jpg?1535759741";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"Adelma Hills"
1901041043;"https://static.inaturalist.org/photos/24090511/original.jpg?1535759747";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"Adelma Hills"
1901041043;"https://static.inaturalist.org/photos/24090513/original.jpg?1535759752";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"Adelma Hills"
1899816170;"https://static.inaturalist.org/photos/11608849/original.jpg?1509727498";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Christian Schwarz"
1899815235;"https://static.inaturalist.org/photos/10489084/original.jpg?1505548422";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Francesco Ricciardi"
1899811029;"https://static.inaturalist.org/photos/24057457/original.jpg?1535717406";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_akindynos";"HumanObservation";"";"rayvran"
1899804908;"https://static.inaturalist.org/photos/24001843/original.jpeg?1535615604";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1899804264;"https://static.inaturalist.org/photos/23995512/original.jpeg?1535598537";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"John Clough"
1899804263;"https://static.inaturalist.org/photos/23995518/original.jpeg?1535598545";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"John Clough"
1899804048;"https://static.inaturalist.org/photos/23994077/original.jpg?1535596470";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"John Clough"
1899804048;"https://static.inaturalist.org/photos/23994082/original.jpg?1535596476";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"John Clough"
1899803726;"https://static.inaturalist.org/photos/23988792/original.jpeg?1535588974";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1899803692;"https://static.inaturalist.org/photos/23988729/original.jpeg?1535588875";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1899798743;"https://static.inaturalist.org/photos/23951031/original.jpg?1535528896";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"John Clough"
1899798608;"https://static.inaturalist.org/photos/23949066/original.jpg?1535522204";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"Elodie Mas"
1899793711;"https://static.inaturalist.org/photos/23912620/original.jpeg?1535468599";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"David Renoult"
1899793657;"https://static.inaturalist.org/photos/23912635/original.jpeg?1535468619";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"David Renoult"
1899785817;"https://static.inaturalist.org/photos/23855216/original.jpg?1535372232";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"John Clough"
1899785182;"https://static.inaturalist.org/photos/23850852/original.jpeg?1535362765";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"eli168"
1899785089;"https://static.inaturalist.org/photos/23850954/original.jpeg?1535363036";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1899785089;"https://static.inaturalist.org/photos/23850956/original.jpeg?1535363039";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Tony Strazzari"
1899775354;"https://static.inaturalist.org/photos/23780977/original.jpeg?1535259828";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_polymnus";"HumanObservation";"";"Tony Strazzari"
1899752466;"https://static.inaturalist.org/photos/20402768/original.jpg?1530096873";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"Tony Strazzari"
1898847024;"https://static.inaturalist.org/photos/11614482/original.jpg?1509747222";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_melanopus";"HumanObservation";"";"Christian Schwarz"
1898842681;"https://static.inaturalist.org/photos/23672043/original.jpeg?1535082383";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_clarkii";"HumanObservation";"";"eli168"
1898830711;"https://static.inaturalist.org/photos/23572880/original.jpeg?1534918316";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1898830676;"https://static.inaturalist.org/photos/23572229/original.jpeg?1534915703";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_frenatus";"HumanObservation";"";"eli168"
1898830280;"https://static.inaturalist.org/photos/23571918/original.jpg?1534914892";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_perideraion";"HumanObservation";"";"Adelma Hills"
1898806429;"https://static.inaturalist.org/photos/23397773/original.jpg?1534663658";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_mccullochi";"HumanObservation";"";"Jack Crosbie"
1891358435;"https://static.inaturalist.org/photos/907170/original.jpg?1402147219";"http://creativecommons.org/licenses/by-nc-sa/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"Mark Rosenstein"
1891357640;"https://static.inaturalist.org/photos/7761832/original.jpg?1494622858";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_ocellaris";"HumanObservation";"";"teresap"
1891354124;"https://static.inaturalist.org/photos/23301133/original.png?1534531971";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354057;"https://static.inaturalist.org/photos/23301006/original.png?1534531776";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354057;"https://static.inaturalist.org/photos/23301011/original.png?1534531784";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354057;"https://static.inaturalist.org/photos/23301017/original.png?1534531791";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354032;"https://static.inaturalist.org/photos/23300887/original.png?1534531652";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354032;"https://static.inaturalist.org/photos/23300953/original.png?1534531714";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891354032;"https://static.inaturalist.org/photos/23300958/original.png?1534531724";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_percula";"HumanObservation";"";"jgenest"
1891341109;"https://static.inaturalist.org/photos/23185972/original.jpeg?1534358234";"http://creativecommons.org/licenses/by-nc/4.0/";"Amphiprion_polymnus";"HumanObservation";"";"Tony Strazzari"
